Codice;Ubicazione;Area di Competenza;DescrizioneVia;Civico;CodiceVia;Localita;forma_vendita_edicole;vendita_esclusiva;MUNICIPIO;LONGIT;LATIT;Location
ED/3044;VIALE FAMAGOSTA N. 56 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;VIALE FAMAGOSTA;56;5353;;rivendita in supermercato;No;6;9.16750549367106;45.4371214488939;45.4371214488939, 9.16750549367106
ED/2948;Viale UMBRIA N. 28 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Viale UMBRIA;28;3145;;rivendita in supermercato;No;4;9.21278494068;45.4502345606;45.4502345606, 9.21278494068
ED/2887;Via MECENATE N. 2 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Via MECENATE;2;3323;;rivendita in negozio;Si;4;9.24226558714;45.4568691836;45.4568691836, 9.24226558714
ED/2908;Via PISINO N. 1 ang. via asiago (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via PISINO;1;2460;ang. via asiago;rivendita in negozio;Si;2;9.22856895832;45.5058519;45.5058519, 9.22856895832
ED/2999;Via TRAIANO MARCO ULPIO N. 11 ang. via teodorico (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via TRAIANO MARCO ULPIO;11;7157;ANG. VIA TEODORICO;edicola su suolo pubblico;No;8;9.1516912608;45.485193484;45.485193484, 9.1516912608
ED/2910;Via CASSINARI BRUNO N. 30 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Via CASSINARI BRUNO;30;4386;;rivendita in negozio;No;4;9.24406174609;45.4379766391;45.4379766391, 9.24406174609
ED/2947;Via PIANELL SALVATORE N. 54 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via PIANELL SALVATORE;54;1426;;rivendita in negozio;No;9;9.20124979195;45.5086331143;45.5086331143, 9.20124979195
ED/2896;Via NOE ENRICO ang. viale abruzzi;AREE PUBBLICHE - Giornali e riviste;Via NOE ENRICO;;2211;ANG. VIALE ABRUZZI;edicola su suolo pubblico;Si;;;;
ED/2897;Via LOSANNA N. 2 ang. corso sempione (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via LOSANNA;2;7190;ang. Corso Sempione;edicola su suolo pubblico;Si;8;9.16177263605;45.4845392352;45.4845392352, 9.16177263605
ED/2913;Corso VITTORIO EMANUELE II N. 1 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Corso VITTORIO EMANUELE II;1;214;;rivendita in negozio;No;1;9.19351083085;45.4649629913;45.4649629913, 9.19351083085
ED/2892;Piazzale PORTA LODOVICA (DI) fr. civ. 6 ang. viale col di lana (area verde);AREE PUBBLICHE - Giornali e riviste;Piazzale PORTA LODOVICA (DI);;4039;fr. civ. 6 ang. Viale Col di Lana (area verde);edicola su suolo pubblico;Si;;;;
ED/2889;Corso PLEBISCITI n°21, angolo via cicognara;AREE PUBBLICHE - Giornali e riviste;Corso PLEBISCITI;;3120;N°21, ANGOLO VIA CICOGNARA;edicola su suolo pubblico;Si;;;;
C-ED/2806;MM3-ROGOREDO F.S. (z.d. 4);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/2809;Via CALDERA N. 21 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via CALDERA;21;6302;;rivendita in negozio;No;7;9.10188335982;45.4780033617;45.4780033617, 9.10188335982
C-ED/2813;Via GIAMBELLINO N. 128 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via GIAMBELLINO;128;5136;;rivendita in negozio;Si;6;9.13453574635;45.4462559213;45.4462559213, 9.13453574635
C-ED/2821;Corso PORTA NUOVA (DI) N. 23 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Corso PORTA NUOVA (DI);23;1044;;rivendita in ospedale;Si;1;9.19217648517;45.4785745087;45.4785745087, 9.19217648517
C-ED/2477;Corso LODI n. 98 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Corso LODI;;4068;N. 98;rivendita in supermercato;No;;;;
ED/2904;Piazza NOVELLI ERMETE N. 10 ang. via sidoli (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Piazza NOVELLI ERMETE;10;3110;ang. via Sidoli;edicola su suolo pubblico;Si;3;9.21991088546;45.4703917257;45.4703917257, 9.21991088546
C-ED/155;Via MURAT GIOACCHINO N. 65 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via MURAT GIOACCHINO;65;1316;;rivendita in negozio;Si;9;9.18996542028;45.5011310565;45.5011310565, 9.18996542028
C-ED/265;Via FORZE ARMATE (DELLE) N. 230 angolo f.lli zoia| (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via FORZE ARMATE (DELLE);230;6643;angolo f.lli zoia|;edicola su suolo privato;Si;7;9.11021836398;45.4606723696;45.4606723696, 9.11021836398
C-ED/270;Via NEGROLI N. 23 angolo via zanella i.a.c.p.| (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Via NEGROLI;23;3279;angolo via zanella i.a.c.p.|;edicola su suolo privato;Si;4;9.23232457441;45.4649096988;45.4649096988, 9.23232457441
C-ED/272;Via BOIFAVA PIETRO N. 80 fr.civ.80 ang. via dei missaglia (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Via BOIFAVA PIETRO;80;5341;fr.civ.80 ang. via dei missaglia;edicola su suolo privato;Si;5;9.17613660649;45.4265764133;45.4265764133, 9.17613660649
C-ED/274;Via VAL DI BONDO ang. via val sabbia (suolo aler) - lato numeri dispari (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via VAL DI BONDO;;1648;ang. via val sabbia (suolo Aler) - lato numeri dispari;edicola su suolo privato;Si;;;;
C-ED/280;Via NOVARA N. 105 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via NOVARA;105;6624;;edicola su suolo pubblico;Si;7;9.11839260217;45.4730444405;45.4730444405, 9.11839260217
C-ED/281;VIA DECORATI AL VALOR CIVILE ang. via montessori (z.d. 4);AREE PUBBLICHE - Giornali e riviste;VIA DECORATI AL VALOR CIVILE;;3366;ANG. Via Montessori;edicola su suolo pubblico;Si;;;;
C-ED/414;Via SPAVENTA SILVIO N. 19 angolo via meda (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Via SPAVENTA SILVIO;19;5255;angolo via Meda;edicola su suolo pubblico;Si;5;9.17805496816;45.4407312322;45.4407312322, 9.17805496816
C-ED/416;Via ELENA (SANT') N. 5 ang. via novara| (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via ELENA (SANT');5;6308;ang. via novara|;edicola su suolo pubblico;Si;7;9.11156832351;45.4758617272;45.4758617272, 9.11156832351
C-ED/5;Piazzale SUSA N. 15 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Piazzale SUSA;15;3101;;rivendita in negozio;Si;3;9.22487654003;45.4686218294;45.4686218294, 9.22487654003
C-ED/12;Via CARDINALE MEZZOFANTI N. 29 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Via CARDINALE MEZZOFANTI;29;3277;;rivendita in negozio;Si;4;9.23497153386;45.4651802431;45.4651802431, 9.23497153386
C-ED/13;Via DE AMICIS EDMONDO N. 45 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Via DE AMICIS EDMONDO;45;574;;rivendita in negozio;Si;1;9.17551797834;45.4599808388;45.4599808388, 9.17551797834
C-ED/16;Via CARNIA N. 7 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Via CARNIA;7;2395;;rivendita in negozio;Si;3;9.23616340781;45.4929197331;45.4929197331, 9.23616340781
C-ED/18;Via MEUCCI ANTONIO N. 2 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via MEUCCI ANTONIO;2;2497;;rivendita in negozio;Si;2;9.24693445874;45.5100024134;45.5100024134, 9.24693445874
C-ED/19;Piazzale GORINI PAOLO N. 11 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Piazzale GORINI PAOLO;11;3170;;rivendita in negozio;Si;3;9.22957272859;45.4731194762;45.4731194762, 9.22957272859
C-ED/23;Viale SUZZANI GIOVANNI N. 12 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Viale SUZZANI GIOVANNI;12;1446;;rivendita in negozio;Si;9;9.19744565322;45.5054198938;45.5054198938, 9.19744565322
C-ED/27;Via FARINI CARLO N. 53 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via FARINI CARLO;53;1114;;rivendita in negozio;Si;9;9.18402577683;45.4918462888;45.4918462888, 9.18402577683
C-ED/167;Via PADOVA N. 178 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via PADOVA;178;2275;;rivendita in negozio;Si;2;9.23612424709;45.5006532091;45.5006532091, 9.23612424709
C-ED/169;Via CADORE N. 30 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Via CADORE;30;3077;;rivendita in negozio;Si;4;9.21241632824;45.4574361288;45.4574361288, 9.21241632824
C-ED/170;Via ORNATO LUIGI N. 113 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via ORNATO LUIGI;113;1591;;rivendita in negozio;Si;9;9.19187703645;45.5221303945;45.5221303945, 9.19187703645
C-ED/171;Via MANZONI ALESSANDRO N. 12 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Via MANZONI ALESSANDRO;12;230;;rivendita in negozio;Si;1;9.19132402711;45.4685867534;45.4685867534, 9.19132402711
C-ED/177;Via PADOVA N. 204 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via PADOVA;204;2275;;rivendita in negozio;Si;2;9.23989515535;45.5034521306;45.5034521306, 9.23989515535
C-ED/181;Via GNOCCHI DON CARLO N. 3 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via GNOCCHI DON CARLO;3;6483;;rivendita in negozio;Si;7;9.12365694755;45.4748722902;45.4748722902, 9.12365694755
C-ED/182;Via BRUNELLESCHI FILIPPO N. 2 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via BRUNELLESCHI FILIPPO;2;5384;;rivendita in negozio;Si;6;9.14379787631;45.448754589;45.448754589, 9.14379787631
C-ED/1519;Ripa PORTA TICINESE (DI) N. 97 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Ripa PORTA TICINESE (DI);97;5150;;rivendita in negozio;Si;6;9.16357728419;45.4491672179;45.4491672179, 9.16357728419
C-ED/1520;Via MOROSINI EMILIO N. 26 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Via MOROSINI EMILIO;26;3073;;rivendita in negozio;Si;4;9.21047924854;45.4583223636;45.4583223636, 9.21047924854
C-ED/284;Via PASCARELLA CESARE N. 18 fronte chiesa| (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via PASCARELLA CESARE;18;7349;fronte chiesa|;edicola su suolo privato;Si;8;9.14366698429;45.5157580896;45.5157580896, 9.14366698429
C-ED/285;VIA BARONI COSTANTINO N. 11 ang. via saponaro (quartiere gratosoglio) (z.d. 5);AREE PUBBLICHE - Giornali e riviste;VIA BARONI COSTANTINO;11;5422;ang. via saponaro (quartiere gratosoglio);edicola su suolo pubblico;Si;5;9.17225191449;45.4113809373;45.4113809373, 9.17225191449
C-ED/288;Viale UNGHERIA N. 1 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Viale UNGHERIA;1;3357;;edicola su suolo privato;Si;4;9.24183309384;45.4457582267;45.4457582267, 9.24183309384
C-ED/289;Via MECENATE N. 25 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Via MECENATE;25;3323;;edicola su suolo privato;Si;4;9.24560375805;45.4549792302;45.4549792302, 9.24560375805
C-ED/290;Via FERABOLI ACHILLE N. 25 (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Via FERABOLI ACHILLE;25;5421;;edicola su suolo privato;Si;5;9.17211347209;45.4144140163;45.4144140163, 9.17211347209
C-ED/295;Via BETULLE (DELLE) alt. civ.. 12 fronte standa - quartiere olmi - suolo aler (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via BETULLE (DELLE);;6828;alt. civ.. 12 fronte standa - quartiere olmi - suolo Aler;edicola su suolo privato;Si;;;;
C-ED/296;Via MONTEFELTRO N. 4 ang. via b. oriani (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via MONTEFELTRO;4;7411;ang. via B. Oriani;edicola su suolo pubblico;Si;8;9.1308748849;45.5009048498;45.5009048498, 9.1308748849
C-ED/296;Via MONTEFELTRO N. 4 ang. via b. oriani (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via MONTEFELTRO;4;7411;ang. via B. Oriani;edicola su suolo pubblico;Si;8;9.1308748849;45.5009048498;45.5009048498, 9.1308748849
C-ED/1969;Via CECHOV ANTONIO fr.civ. 41| (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via CECHOV ANTONIO;;7515;fr.civ. 41|;edicola su suolo pubblico;Si;;;;
C-ED/1978;Via FREGUGLIA CARLO N. 1 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Via FREGUGLIA CARLO;1;3014;;rivendita in palazzo di giust.;Si;1;9.20041864108;45.4610665982;45.4610665982, 9.20041864108
C-ED/1994;via s. pertini 331/11 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;;;;VIA S. PERTINI 331/11;rivendita in area di servizio;Si;;;;
C-ED/2064;Piazza DUCA D'AOSTA N. 4 int. stazione centrale (riv. 7) (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Piazza DUCA D'AOSTA;4;1200;INT. STAZIONE CENTRALE (RIV. 7);rivendita in stazione ferrov.;Si;2;9.20318279247;45.4836970161;45.4836970161, 9.20318279247
C-ED/2064;Piazza DUCA D'AOSTA N. 4 int. stazione centrale (riv. 7) (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Piazza DUCA D'AOSTA;4;1200;INT. STAZIONE CENTRALE (RIV. 7);rivendita in stazione ferrov.;Si;2;9.20336439701;45.4837709021;45.4837709021, 9.20336439701
C-ED/417;Piazzale LAVATER num.000 ang. via jan| (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Piazzale LAVATER;;2155;NUM.000 ang. via jan|;edicola su suolo pubblico;Si;;;;
C-ED/418;Piazza MARIA DEL SUFFRAGIO (SANTA) N. 2 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Piazza MARIA DEL SUFFRAGIO (SANTA);2;3078;;edicola su suolo pubblico;Si;4;9.21172527605;45.4620498816;45.4620498816, 9.21172527605
C-ED/420;Piazzale LORETO N. 7 ang. viale brianza| (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Piazzale LORETO;7;2264;ang. Viale Brianza|;edicola su suolo pubblico;Si;2;9.21620535726;45.4865143263;45.4865143263, 9.21620535726
C-ED/421;Piazzale STAZIONE DI PORTA GENOVA N. 3 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Piazzale STAZIONE DI PORTA GENOVA;3;5120;;edicola su suolo pubblico;Si;6;9.17046096698;45.4534580495;45.4534580495, 9.17046096698
C-ED/422;Via MEDEGHINO N. 9 (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Via MEDEGHINO;9;5335;;edicola su suolo privato;Si;5;9.18245347449;45.4323107217;45.4323107217, 9.18245347449
C-ED/423;Via SILVA GUGLIELMO num.000 angolo via montebianco| (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via SILVA GUGLIELMO;;6400;NUM.000 angolo via montebianco|;edicola su suolo pubblico;Si;;;;
C-ED/424;PIAZZA STEFANO (SANTO) civ. 7c01 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;PIAZZA STEFANO (SANTO);;354;Civ. 7C01;;Si;;;;
C-ED/426;VIA CASTEL MORRONE (lato numeri pari) ang. via g. modena (z.d. 3);AREE PUBBLICHE - Giornali e riviste;VIA CASTEL MORRONE;;3185;(lato numeri pari) ang. via G. Modena;edicola su suolo pubblico;Si;;;;
C-ED/427;Via FILZI FABIO N. 1 ang. piazza s. gioachino| (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via FILZI FABIO;1;1190;ang. piazza s. gioachino|;edicola su suolo pubblico;Si;2;9.19855315725064;45.4819986952795;45.4819986952795, 9.19855315725064
C-ED/428;PIAZZA CINQUE GIORNATE N. 10 lato dx ang. viale montenero (z.d. 4);AREE PUBBLICHE - Giornali e riviste;PIAZZA CINQUE GIORNATE;10;3053;lato dx ang. Viale Montenero;edicola su suolo pubblico;Si;4;9.20785731101;45.4620316166;45.4620316166, 9.20785731101
C-ED/431;Via SAMMARTINI GIOVANNI BATTISTA num.000 angolo via tonale (lato pari)| (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via SAMMARTINI GIOVANNI BATTISTA;;1202;NUM.000 angolo via tonale (lato pari)|;edicola su suolo pubblico;Si;;;;
C-ED/432;Largo CAIROLI fr. civ. 2 ang. via dante (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Largo CAIROLI;;710;fr. civ. 2 ang. via dante;edicola su suolo pubblico;Si;;;;
C-ED/433;VIA WASHINGTON GIORGIO N. 55 ang. via costanza (z.d. 6);AREE PUBBLICHE - Giornali e riviste;VIA WASHINGTON GIORGIO;55;6111;ang. via costanza;edicola su suolo pubblico;Si;7;9.15509058541;45.4600585271;45.4600585271, 9.15509058541
C-ED/434;PIAZZA FIRENZE 2ac01 (z.d. 8);AREE PUBBLICHE - Giornali e riviste;PIAZZA FIRENZE;;7173;2AC01;edicola su suolo pubblico;Si;;;;
C-ED/435;Piazzale ISTRIA num.000| (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Piazzale ISTRIA;;1347;NUM.000|;edicola su suolo pubblico;Si;;;;
C-ED/438;Via CANONICA LUIGI N. 74 angolo paolo sarpi| (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via CANONICA LUIGI;74;7121;angolo paolo sarpi|;edicola su suolo pubblico;Si;8;9.17089978723;45.4806604505;45.4806604505, 9.17089978723
C-ED/440;Via ANTONA TRAVERSI (F.LLI) N. 18 (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via ANTONA TRAVERSI (F.LLI);18;7354;;edicola su suolo pubblico;Si;8;9.13948363501;45.5151279182;45.5151279182, 9.13948363501
C-ED/444;Corso GOTTARDO (SAN) alt. civ. 21 (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Corso GOTTARDO (SAN);;5203;ALT. CIV. 21;edicola su suolo pubblico;Si;;;;
C-ED/446;Piazza DIOCLEZIANO ang. via mac mahon (lato numeri dispari di via mac mahon)| (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Piazza DIOCLEZIANO;;7220;ang. via Mac Mahon (lato numeri dispari di Via Mac Mahon)|;edicola su suolo pubblico;Si;;;;
C-ED/447;Piazzale BARACCA FRANCESCO N. 10 (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Piazzale BARACCA FRANCESCO;10;6180;;edicola su suolo pubblico;Si;7;9.16482422653;45.4664994317;45.4664994317, 9.16482422653
C-ED/448;Via ROMBON N. 34 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Via ROMBON;34;2659;;edicola su suolo pubblico;Si;3;9.24118510714;45.4860223383;45.4860223383, 9.24118510714
C-ED/449;Via TOLSTOI LEONE N. 20 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via TOLSTOI LEONE;20;5133;;edicola su suolo pubblico;Si;6;9.15088157644;45.4516579326;45.4516579326, 9.15088157644
C-ED/2314;Via LODOVICO IL MORO N. 159 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via LODOVICO IL MORO;159;5290;;rivendita in negozio;Si;6;9.12972211449;45.4409819152;45.4409819152, 9.12972211449
C-ED/2320;Via RIPAMONTI GIUSEPPE N. 244 (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Via RIPAMONTI GIUSEPPE;244;4066;;rivendita in negozio;No;5;9.20236799901;45.4284123448;45.4284123448, 9.20236799901
C-ED/2321;Via MELZO N. 11 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Via MELZO;11;2184;;rivendita in negozio;No;3;9.20932611899;45.4735305006;45.4735305006, 9.20932611899
C-ED/2322;Via OLIVETANI (DEGLI) N. 21 (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Via OLIVETANI (DEGLI);21;6220;;rivendita in negozio;No;1;9.16723223661;45.460488894;45.460488894, 9.16723223661
C-ED/29;Via IGLESIAS N. 45 ang. via astico n.19 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via IGLESIAS;45;2458;ang. via astico n.19;rivendita in negozio;Si;2;9.23349819782;45.5055712648;45.5055712648, 9.23349819782
C-ED/34;Via VAL DI SOLE N. 22 (z.d. 5);AREE PUBBLICHE - Giornali e riviste;Via VAL DI SOLE;22;4295;;rivendita in negozio;Si;5;9.20358680671;45.4300787926;45.4300787926, 9.20358680671
C-ED/569;Corso VENEZIA ang. via della spiga| (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Corso VENEZIA;;238;ang. via della spiga|;edicola su suolo pubblico;Si;;;;
C-ED/573;VIA PALLADIO ANDREA ang. via ripamonti| (z.d. 5);AREE PUBBLICHE - Giornali e riviste;VIA PALLADIO ANDREA;;4213;ang. via Ripamonti|;edicola su suolo pubblico;Si;;;;
C-ED/574;Piazzale LAGOSTA num.000| (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Piazzale LAGOSTA;;1155;NUM.000|;edicola su suolo pubblico;Si;;;;
C-ED/576;Piazza IMPERATORE TITO (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Piazza IMPERATORE TITO;;3216;;edicola su suolo pubblico;Si;;;;
C-ED/577;Via PONTE VETERO num.000 fr. civ. 9| (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Via PONTE VETERO;;718;NUM.000 fr. civ. 9|;edicola su suolo pubblico;Si;;;;
C-ED/580;Via PARAVIA PIER ALESSANDRO N. 59 angolo via civitali| (z.d. 7);AREE PUBBLICHE - Giornali e riviste;Via PARAVIA PIER ALESSANDRO;59;6571;angolo via civitali|;edicola su suolo pubblico;Si;7;9.13279751393;45.4727247287;45.4727247287, 9.13279751393
C-ED/582;VIA PRIMATICCIO FRANCESCO ang. via benedettini (z.d. 6);AREE PUBBLICHE - Giornali e riviste;VIA PRIMATICCIO FRANCESCO;;6646;ang. Via Benedettini;edicola su suolo pubblico;Si;;;;
C-ED/583;Via TRAIANO MARCO ULPIO ang. via grosotto| (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via TRAIANO MARCO ULPIO;;7157;ang. via grosotto|;edicola su suolo pubblico;Si;;;;
C-ED/594;Piazza FREUD SIGMUND N. 1 int. staz. ff.ss. garibaldi (riv. n.1)| (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Piazza FREUD SIGMUND;1;1705;int. Staz. FF.SS. Garibaldi (riv. n.1)|;rivendita in stazione ferrov.;Si;9;9.18855749725;45.4845388516;45.4845388516, 9.18855749725
C-ED/595;Piazza FREUD SIGMUND N. 1 int. staz. ff.ss. garibaldi n.2 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Piazza FREUD SIGMUND;1;1705;int. staz. ff.ss. garibaldi n.2;rivendita in stazione ferrov.;Si;9;9.18855749725;45.4845388516;45.4845388516, 9.18855749725
C-ED/1553;Via DE PRETIS AGOSTINO num.066/28|;AREE PUBBLICHE - Giornali e riviste;Via DE PRETIS AGOSTINO;;5431;NUM.066/28|;rivendita in negozio;No;;;;
C-ED/1555;codvia 9129 mm1 urugua| (z.d. 8);AREE PUBBLICHE - Giornali e riviste;;;;CODVIA 9129 mm1 urugua|;rivendita in stazione metrop.;Si;;;;
C-ED/1558;VIA MUGGIANO in pubblico esercizio all'interno di area di servizio muggiano est- tangenziale ovest;AREE PUBBLICHE - Giornali e riviste;VIA MUGGIANO;;6715;in pubblico esercizio all'interno di area di servizio Muggiano est- Tangenziale Ovest;rivendita in area di servizio;Si;;;;
C-ED/1560;VIA MUGGIANO in pubblico esercizio all'interno di area di servizio muggiano ovest - tangenziale ovest (z.d. 7);AREE PUBBLICHE - Giornali e riviste;VIA MUGGIANO;;6715;in pubblico esercizio all'interno di area di servizio Muggiano Ovest - Tangenziale Ovest;rivendita in area di servizio;Si;;;;
C-ED/1568;Via SARZANA N. 40 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via SARZANA;40;1334;;rivendita in negozio;Si;9;9.19328527442;45.5031172797;45.5031172797, 9.19328527442
C-ED/1570;Via BOVISASCA num.173 int. centro comm.le unicenter| (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via BOVISASCA;;1460;NUM.173 int. centro comm.le unicenter|;rivend. in centro commerciale;Si;;;;
C-ED/1572;MM1-BISCEGLIE (z.d. 7);AREE PUBBLICHE - Giornali e riviste;;;;;rivendita in stazione metrop.;Si;;;;
C-ED/2826;Piazzale CADORNA LUIGI N. 14 int. atrio staz. f.n.m. cadorna (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Piazzale CADORNA LUIGI;14;601;int. atrio Staz. F.N.M. Cadorna;rivendita in stazione ferrov.;Si;1;9.17597333938;45.4684163515;45.4684163515, 9.17597333938
C-ED/2827;Via UMILIATI (DEGLI) N. 35 (z.d. 4);AREE PUBBLICHE - Giornali e riviste;Via UMILIATI (DEGLI);35;3347;;rivendita in negozio;No;4;9.26524425891;45.4394105554;45.4394105554, 9.26524425891
C-ED/2828;Via FARINI CARLO N. 29 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;Via FARINI CARLO;29;1114;;rivendita in negozio;Si;9;9.18278956444;45.4889595188;45.4889595188, 9.18278956444
C-ED/2835;VIA VARCHI BENEDETTO N. 4 (z.d. 9);AREE PUBBLICHE - Giornali e riviste;VIA VARCHI BENEDETTO;4;1252;;rivendita in negozio;Si;9;9.16531364982;45.4993542;45.4993542, 9.16531364982
C-ED/2843;Piazza DUCA D'AOSTA int. staz. centrale (libreria) (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Piazza DUCA D'AOSTA;;1200;int. staz. centrale (libreria);rivendita in negozio;No;;;;
C-ED/2844;Corso BUENOS AIRES N. 2 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Corso BUENOS AIRES;2;2129;;edicola su suolo pubblico;Si;3;9.20595185227;45.4749620453;45.4749620453, 9.20595185227
C-ED/2850;Via BIANCOSPINI (DEI) N. 2 (z.d. 6);AREE PUBBLICHE - Giornali e riviste;Via BIANCOSPINI (DEI);2;6711;;rivendita in negozio;Si;6;9.13970482139;45.4483115328;45.4483115328, 9.13970482139
C-ED/2851;Via AMORETTI CARLO N. 68 stazione quarto oggiaro| (z.d. 8);AREE PUBBLICHE - Giornali e riviste;Via AMORETTI CARLO;68;7340;stazione quarto oggiaro|;rivendita in stazione ferrov.;Si;8;9.1440439245;45.5203598362;45.5203598362, 9.1440439245
C-ED/2855;Via TARAMELLI TORQUATO N. 70 (z.d. 2);AREE PUBBLICHE - Giornali e riviste;Via TARAMELLI TORQUATO;70;1164;;rivendita in negozio;No;2;9.19592339229;45.4943879143;45.4943879143, 9.19592339229
C-ED/2860;Corso GARIBALDI GIUSEPPE N. 22 ingresso via s. simpliciano| (z.d. 1);AREE PUBBLICHE - Giornali e riviste;Corso GARIBALDI GIUSEPPE;22;1010;ingresso via s. simpliciano|;rivendita in negozio;No;1;9.18365369297;45.4737864813;45.4737864813, 9.18365369297
C-ED/2862;Via VENEZIAN GIACOMO N. 1 (z.d. 3);AREE PUBBLICHE - Giornali e riviste;Via VENEZIAN GIACOMO;1;2227;;rivendita in ospedale;Si;3;9.23136434578529;45.4743948787263;45.4743948787263, 9.23136434578529
C-ED/2069;VIA RISMONDO FRANCESCO ang. via f. armate (z.d. 7);AREE PUBBLICHE - Giornali e riviste;VIA RISMONDO FRANCESCO;;6756;ang. via F. Armate;edicola su suolo privato;Si;;;;
